PLEKHJ1,Plekhj1
DMTN,Dmtn
DLGAP3,Dlgap3
LMOD2,Lmod2
LIMS2,Lims2
GINM1,Ginm1
SLC1A5,Slc1a5
TREM2,Trem2
SLC22A31,
IMPAD1,Impad1
PRELID3A,Prelid3a
DCAF17,Dcaf17
PNLIP,Pnlip
TUBB2A,Tubb2a
LRRC75B,Lrrc75b
PTMS,
PKNOX1,Pknox1
MSRA,Msra
NOSTRIN,Nostrin
YBEY,Ybey
GADD45A,Gadd45a
EFL1,Efl1
ZNF485,
C23H1ORF94,CK137956
POLH,Polh
HAL,Hal
IP6K1,Ip6k1
EIF4E1B,Eif4e1b
TRAK1,Trak1
SERPINA3,Serpina3n
CCDC107,Ccdc107
KDM6B,Kdm6b
IL1R1,Il1r1
P2RX3,P2rx3
LIPG,Lipg
USP39,Usp39
OR6N1,Olfr429
WDR54,Wdr54
CRYAA2,Cryaa
RBSN,Rbsn
KCTD11,Kctd11
VTI1A,Vti1a
PTTG2,
SEMA5B,Sema5b
SELENOV,Selenov
KIF19,Kif19a
SLA,Sla
CST8,Cst8
DENND2D,Dennd2d
CYB5A,Cyb5a
CCT7,Cct7
UGT3A1,Ugt3a2
NUP210L,Nup210l
CH25H,Ch25h
PDCD1LG2,Pdcd1lg2
KLK3,Klk1b9
GIMAP1-GIMAP5,Gimap5
MLPH,Mlph
PSMD7,Psmd7
MYO7B,Myo7b
ARL9,Arl9
FTSJ1,Ftsj1
IL27RA,Il27ra
GRTP1,Grtp1
FAM86C1,
TMEM97,Tmem97
LASP1,Lasp1
SLC26A6,Slc26a6
EFHC1,Efhc1
RPL23,Rpl23
KRTAP10-11,
TP53INP2,Trp53inp2
PTER,Pter
TBXAS1,Tbxas1
VWA5B1,Vwa5b1
RAPGEF4,Rapgef4
SNX22,Snx22
SARS2,Sars2
CLDN17,Cldn17
CD320,Cd320
OR4K13,
RBM20,Rbm20
CENPE,Cenpe
BCL2L12,Bcl2l12
LAYN,Layn
TSG101,Tsg101
TRIM17,Trim17
USP29,Usp29
DAZ3,
ATAD3B,
LRWD1,Lrwd1
FGD4,Fgd4
PRPSAP1,Prpsap1
KPNA4,Kpna4
S100A12,
ACO1,Aco1
NTNG1,Ntng1
LPAR3,Lpar3
CDH5,Cdh5
CDK2AP2,Cdk2ap2
ECE1,Ece1
ZNF432,
COQ8A,Coq8a
LARP1,Larp1
BMPR1A,Bmpr1a
WRNIP1,Wrnip1
EIF2AK3,Eif2ak3
NTRK1,Ntrk1
TMEM14B,
ESCO2,Esco2
COX8A,Cox8a
ATP2C2,Atp2c2
PRPF40A,Prpf40a
TEX52,Tex52
PCDHGB6,Pcdhgb6
ARID2,Arid2
HELT,Helt
RPL24,Rpl24
PRAMEF20,Pramef20
IKBKB,Ikbkb
CCDC168,
DNAH17,Dnah17
RAB7B,Rab7b
EPHA4,Epha4
TMEM132D,Tmem132d
FGF20,Fgf20
NUDT12,Nudt12
MEF2B,Mef2b
HYOU1,Hyou1
CCDC186,Ccdc186
CPA1,Cpa1
BORCS6,Borcs6
MUC7,
PGBD4,
ANO5,Ano5
CLEC16A,Clec16a
SPIN1,Spin1
LRRK2,Lrrk2
PAX7,Pax7
GRIN2B,Grin2b
SPICE1,Spice1
LSMEM2,Lsmem2
ARHGEF5,Arhgef5
ZDHHC7,Zdhhc7
IDO1,Ido1
HELB,Helb
ZNF653,Zfp653
CPNE8,Cpne8
ULBP1,Ulbp1
TUBB3,Tubb3
RPH3A,rph3ab
ATG14,Atg14
DBNL,Dbnl
SMIM1,Smim1
AFG3L2,Afg3l2
FBXO48,Fbxo48
FRMD3,Frmd3
SLC38A6,Slc38a6
EMD,Emd
AK1,Ak1
COQ4,Coq4
OR13C3,Olfr273
MCCD1,
OR2M4,
KCNC4,Kcnc4
LZTR1,Lztr1
LRTM2,Lrtm2
CXCL12,Cxcl12
COLCA2,Colca2
GOLGA6L9,
CRYBB3,Crybb3
YEATS4,Yeats4
LGI4,Lgi4
LOC101928987,
GREM1,Grem1
HS3ST2,Hs3st2
OR6A2,Olfr2
KIF28P,Kif28
CTCF,Ctcf
EIF1B,Eif1b
SUGP2,Sugp2
USP28,Usp28
CORO6,Coro6
UVSSA,Uvssa
TSC2,Tsc2
HDDC2,Hddc2
PDXK,Pdxk
GPD2,Gpd2
UVRAG,Uvrag
NEMF,Nemf
NHLH2,Nhlh2
C11H11orf21,
AGAP3,Agap3
PLP2,Plp2
NAT8,Nat8
REXO4,Rexo4
B3GALNT1,B3galnt1
DHDH,Dhdh
TLR3,Tlr3
NELFA,Nelfa
TTI1,Tti1
PLS1,Pls1
SLU7,Slu7
WWC2,Wwc2
TVP23B,Tvp23b
MRPL50,Mrpl50
GTF2H4,Gtf2h4
TRPV2,Trpv2
EPB41,Epb41
KSR1,Ksr1
CPQ,Cpq
CCL15,
FAM24A,
STMN4,Stmn4
OR4Q3,Olfr735
B3GNT7,B3gnt7
UQCRB,Uqcrb
TMCO5A,Tmco5
RBBP5,Rbbp5
DENND2C,Dennd2c
NKAIN1,Nkain1
MOB3A,Mob3a
NECTIN2,Nectin2
NUMA1,Numa1
PITRM1,Pitrm1
ADIRF,
WNT8A,Wnt8a
VPS13A,Vps13a
TAS2R38,Tas2r138
ALDH1L2,Aldh1l2
ZMYND11,Zmynd11
SPSB4,Spsb4
TMEM25,Tmem25
ACTC1,Actc1
WNT11,Wnt11
OR51E1,Olfr558
RNF224,Rnf224
PI4K2B,Pi4k2b
ATG101,Atg101
OR4C13,Olfr1257
SLC9A9,Slc9a9
COQ10B,Coq10b
SLIT1,Slit1
HSPA1L,Hspa1l
WDPCP,Wdpcp
RTTN,Rttn
SPPL2C,Sppl2c
HABP4,Habp4
C23H6orf141,9130008F23Rik
LZTFL1,Lztfl1
KCNJ4,Kcnj4
HELZ2,Helz2
RABGAP1,Rabgap1
FGFR4,Fgfr4
PTPRC,Ptprc
CACNA1H,Cacna1h
ZBED3,Zbed3
IL1R2,Il1r2
RAB10,Rab10
MAP3K5,Map3k5
DDC,Ddc
KLRF1,
SFRP1,Sfrp1
TNFRSF9,Tnfrsf9
DCAF6,Dcaf6
OCA2,Oca2
LYAR,lyar
DUSP22,Dusp22
MED23,Med23
RNASEH2C,Rnaseh2c
CLC,
AKR1C3,Akr1c18
FERMT3,Fermt3
TNC,Tnc
FBP2,Fbp2
TMEM176B,Tmem176b
RASD2,Rasd2
OSTN,Ostn
PDE1C,Pde1c
AIFM1,Aifm1
CENPO,Cenpo
ELP6,Elp6
SERINC1,Serinc1
CBFB,Cbfb
SLC12A2,Slc12a2
PYCARD,Pycard
BLID,
ZNF783,
TBC1D5,Tbc1d5
ARID5A,Arid5a
ZSCAN30,Zscan30
CIB3,Cib3
OR51D1,Olfr557
C2CD3,C2cd3
DHPS,Dhps
GP1BA,Gp1ba
LYPD6,Lypd6
MDGA2,Mdga2
DAB2,Dab2
CHCHD1,Chchd1
THADA,Thada
MAP7,Map7
ARRB1,Arrb1
LIME1,Lime1
TTC16,Ttc16
EIF2S1,Eif2s1
KCNAB2,Kcnab2
CD1C,
CARD8,
CLDN18,Cldn18
TF,Trf
HINT3,Hint3
ZFP69,Zfp69
OR4P4,
USP22,Usp22
OTUD5,
TPP2,Tpp2
NPEPL1,Npepl1
AP3M1,Ap3m1
FAM8A1,Fam8a1
WBP1L,Wbp1l
ALS2CL,Als2cl
TMEM213,Tmem213
RHOA,Rhoa
TM4SF5,Tm4sf5
CYFIP1,Cyfip1
MOGS,Mogs
SLC41A2,Slc41a2
LALBA,Lalba
SIAH2,Siah2
XCR1,Xcr1
TVP23A,Tvp23a
HNRNPU,Hnrnpu
UQCR10,Uqcr10
GPR137C,Gpr137c
PPIP5K1,Ppip5k1
ADGRE2,
C25H16orf45,2900011O08Rik
TCAP,Tcap
THTPA,Thtpa
CTRL,Ctrl
RPL22,Rpl22
FOXJ1,Foxj1
ZNF285,
ZNF491,
NUF2,Nuf2
IL2,Il2
CACNA1C,Cacna1c
TNFRSF19,Tnfrsf19
NIPSNAP2,Nipsnap2
SPIDR,Spidr
CPB1,Cpb1
CTXN3,Ctxn3
ZNF705G,
KCNQ3,Kcnq3
TBC1D22A,Tbc1d22a
C22orf39,
SPAG9,Spag9
KLB,Klb
NEK6,Nek6
KRT7,Krt7
TMEM160,Tmem160
NUS1,Nus1
GOLGA6L2,
SLC16A11,Slc16a11
TRMT12,Trmt12
OR2C1,Olfr15
PHF20,Phf20
PRR16,Prr16
GRINA,Grina
CEP170,Cep170
RNASE11,Rnase11
LRRTM3,Lrrtm3
NR4A1,Nr4a1
HSF1,Hsf1
ST8SIA5,St8sia5
PARVB,Parvb
ZFYVE19,Zfyve19
WDR37,Wdr37
PELO,Pelo
TUSC1,Tusc1
APOBEC3F,
CASR,Casr
TTC22,Ttc22
PDE6D,Pde6d
NLRP1,Nlrp1b
ZNF638,Zfp638
VAMP7,Vamp7
SSH1,Ssh1
PTCHD1,Ptchd1
ZNF641,Zfp641
ZNF567,Zfp300
SLC22A9,
HMGN4,
PTAFR,Ptafr
KRTAP27-1,Krtap27-1
HIST1H4D,Hist1h4m
HHLA2,
OR5AK2,Olfr993
FRG2C,
CLDN2,Cldn2
TNRC6A,Tnrc6a
MYRFL,Myrfl
TXLNA,Txlna
CHRM1,Chrm1
REL,Rel
ZNF20,
MAP4K3,Map4k3
FUT5,
PIK3R4,Pik3r4
SF3B4,Sf3b4
MBD3,Mbd3
DHX34,Dhx34
SLC4A4,Slc4a4
DPF3,Dpf3
STAP2,Stap2
FLNA,Flna
TMEM234,Tmem234
NGF,Ngf
KIAA1328,AW554918
ZYX,Zyx
DCLRE1B,Dclre1b
DCUN1D4,Dcun1d4
XRCC6,Xrcc6
GAGE10,
ZNF559,
C5H5orf58,
TMEM135,Tmem135
LOC102723407,
GPX4,Gpx4
DNAJA4,Dnaja4
ANKRD20A21P,
C25H16orf90,1700037C18Rik
SPATA20,Spata20
SOX30,Sox30
OPRD1,Oprd1
C1H2ORF40,1500015O10Rik
PRKACA,Prkaca
PKHD1L1,Pkhd1l1
WNT3A,Wnt3a
POPDC3,Popdc3
GPR143,Gpr143
WDFY1,Wdfy1
KCNJ12,Kcnj12
FATE1,
OR2J2,
MAP3K12,Map3k12
AFTPH,Aftph
RBM33,
PALMD,Palmd
CATSPERD,Catsperd
WNK2,Wnk2
SMIM12,Smim12
CHPF2,Chpf2
COX16,Cox16
POP1,Pop1
PSMC6,Psmc6
DYRK1A,Dyrk1a
RNF103-CHMP3,
SNTG1,Sntg1
LOC149373,
OR5M11,Olfr1029
RNF181,Rnf181
OR4C11,Olfr1206
TMEM147,Tmem147
GOLGA8B,
RCOR1,Rcor1
B4GALT7,B4galt7
PKN3,Pkn3
TBC1D10C,Tbc1d10c
BOLL,Boll
HIST1H2AM,Hist1h2ad
DSEL,Dsel
C5H11ORF9,Myrf
MNX1,Mnx1
STARD10,Stard10
CAPZA3,Capza3
ZNF598,Zfp598
CCL17,Ccl17
ANG,Ang
CENPA,Cenpa
PYDC2,
LY6G6D,Ly6g6d
TXNRD2,Txnrd2
MPHOSPH9,Mphosph9
IFT80,Ift80
SLC2A14,
POLR2J3,
FLI1,Fli1
OR2T11,
NIT1,Nit1
RINT1,Rint1
TEKT4,Tekt4
LOC102723903,1700001C19Rik
CACYBP,Cacybp
CUBN,Cubn
DHCR24,Dhcr24
PIGK,Pigk
HOXA4,Hoxa4
MFSD9,Mfsd9
ACTR8,Actr8
ARHGAP5,Arhgap5
SCUBE2,Scube2
TMEM167A,Tmem167
SIGLEC11,
MARCH4,March4
IFT46,Ift46
RORB,Rorb
NARS,Nars
RSBN1L,Rsbn1l
BMP10,Bmp10
TMEM183A,Tmem183a
DEF8,def8
MBD3L1,Mbd3l1
PCDHB8,Pcdhb16
CEP104,Cep104
ECD,Ecd
SLITRK6,Slitrk6
EHBP1L1,
UBE2E3,Ube2e3
SMCO2,Smco2
LRFN4,Lrfn4
FZD5,Fzd5
PDLIM7,Pdlim7
ANGEL2,Angel2
ELF1,Elf1
DUS2,Dus2
ACP7,Acp7
MEN1,Men1
GABRB1,Gabrb1
DEFB105B,Defb12
FDPS,Fdps
EPPK1,Eppk1
CSF1,Csf1
ANKRD10,Ankrd10
TRIM36,Trim36
CBFA2T3,Cbfa2t3
HSD11B1,Hsd11b1
DPYSL3,Dpysl3
XPO5,Xpo5
CMC2,Cmc2
DTNB,Dtnb
ECSIT,Ecsit
EOGT,Eogt
SUV39H2,Suv39h2
DUSP1,Dusp1
ZCCHC2,Zcchc2
RASSF9,Rassf9
RINL,Rinl
SLC46A1,Slc46a1
PDGFC,Pdgfc
TMEM126A,Tmem126a
OR4D9,Olfr1425
RPSA,Rpsa
UBE2L6,Ube2l6
SEC14L5,Sec14l5
SLC2A4,Slc2a4
CYCS,Cycs
GEMIN6,Gemin6-ps
PPP1R11,Ppp1r11
NCOA7,Ncoa7
KIF12,Kif12
ST3GAL4,St3gal4
SVOP,Svop
MXRA5,
ACOX2,Acox2
OCM,Ocm
TRIM49D2,
CHP1,Chp1
VASH1,Vash1
ZNF358,Zfp358
IFITM5,Ifitm5
ADM5,
SLC25A52,
SNRPG,
MASP1,
MCHR2,
PRAMEF2,
PRRC2C,Prrc2c
P3H3,P3h3
DPRX,
CASKIN2,Caskin2
ADCY10,Adcy10
CCDC96,Ccdc96
SOGA1,Soga1
ZNF669,Zfp963
SH2D6,Sh2d6
ZNF880,
SLC16A14,Slc16a14
SLC14A1,Slc14a1
SHROOM2,Shroom2
PCDHGA8,Pcdhga8
PCSK4,Pcsk4
HMG20A,Hmg20a
OGFR,Ogfr
TMEM259,Tmem259
NRIP1,Nrip1
NLRP6,Nlrp6
PKMYT1,Pkmyt1
NHLRC1,Nhlrc1
ACADVL,Acadvl
ABCG4,Abcg4
HNRNPDL,Hnrnpdl
OR5AN1,Olfr1434
TRIM49C,
INA,Ina
TCF3,Tcf3
RRP36,Rrp36
LPIN3,Lpin3
SSH2,Ssh2
ARID4A,Arid4a
CDH16,Cdh16
TNFRSF13C,Tnfrsf13c
TFDP2,Tfdp2
BUB3,Bub3
HBEGF,Hbegf
MORF4L1,Morf4l1
C1QTNF8,
EPAS1,Epas1
CRYGC,Crygc
PEAR1,Pear1
SGK2,Sgk2
MAPK13,Mapk13
OR51L1,
GPR27,Gpr27
RAB40A,
WHAMM,Whamm
IZUMO2,
ACTL7B,Actl7b
NOXA1,Noxa1
GRAMD1C,
LY96,Ly96
DPPA2,Dppa2
FLJ45513,
CA10,Car10
PARD6B,Pard6b
RPP40,Rpp40
ZNF75A,
CDCP1,Cdcp1
ANGPTL7,Angptl7
SOX6,Sox6
SNAPC1,Snapc1
MEX3D,Mex3d
VIT,Vit
ASRGL1,Asrgl1
GAA,Gaa
SCGB2A2,
FUT2,Fut2
MB21D2,Mb21d2
CYP1A2,Cyp1a2
PCDHB12,Pcdhb19
ND1,mt-Nd1
LIPA,Lipa
RFX7,Rfx7
GAPVD1,Gapvd1
GH2,
FOLR2,Folr2
C1H1orf216,5730409E04Rik
KLK13,Klk13
CFI,Cfi
OR8I2,Olfr1104
PRUNE1,Prune1
GALR3,Galr3
ANKDD1B,Ankdd1b
CRTC1,Crtc1
TTC39A,Ttc39a
TCTEX1D1,Tctex1d1
GABRE,
SNRPA,
ARHGAP40,Arhgap40
ARHGEF10,Arhgef10
OR5AP2,Olfr1020
ACAD8,Acad8
CPNE2,Cpne2
UBXN1,Ubxn1
HDHD3,Hdhd3
ERAL1,Eral1
RAB36,Rab36
CPO,
UFL1,Ufl1
DUSP13,Dusp13
NSF,Nsf
CLCN2,Clcn2
ABHD18,Abhd18
HBE1,Hbb-bh1
SOX15,Sox15
MED1,Med1
CLDN3,Cldn3
PYCR1,Pycr1
CYP4F12,Cyp4f14
GRID2IP,Grid2ip
LOC101930332,
GPAT2,Gpat2
FBXL15,Fbxl15
NFYA,Nfya
RNF151,Rnf151
ZDHHC5,Zdhhc5
DTNA,Dtna
SLC15A4,Slc15a4
OR11L1,Olfr323
C20H19orf77,Smim24
DKK1,Dkk1
MTOR,Mtor
PGLYRP1,Pglyrp1
SQOR,Sqor
ZNF174,Zfp174
APBB2,Apbb2
ZNF223,
D2HGDH,D2hgdh
IL17RB,Il17rb
PLGLB2,
PIH1D1,Pih1d1
ANGPTL8,Angptl8
SYNGR3,Syngr3
ACVR2A,Acvr2a
EI24,Ei24
LY6H,Ly6h
ERI1,Eri1
TMEM208,Tmem208
DCD,
SLA2,Sla2
PSG4,
KRT1,Krt1
ZMYND8,Zmynd8
OR4A15,Olfr1234
GALM,Galm
CDC25A,Cdc25a
HLX,Hlx
GGNBP2,Ggnbp2
CCKBR,Cckbr
GYG1,Gyg
SLC17A8,Slc17a8
CD99L2,Cd99l2
XIAP,Xiap
PANK1,Pank1
LAGE3,
OR2M5,Olfr165
CTSC,Ctsc
ITGB4,Itgb4
TAF1,Taf1
TRAK2,Trak2
TRMT2A,Trmt2a
HDC,Hdc
PTPRJ,Ptprj
IDH2,Idh2
VAMP4,Vamp4
CTGF,Ctgf
CUL3,Cul3
SPATA31A7,Spata31
CADM2,Cadm2
ECT2L,Ect2l
MYO5C,Myo5c
ADAMTSL3,Adamtsl3
IL37,
PTOV1,Ptov1
LOC102724073,
CD83,Cd83
STRADB,Stradb
LYST,Lyst
C5H12orf29,4930430F08Rik
EVX2,Evx2
SPATA1,Spata1
EIF2B2,Eif2b2
KRT26,Krt26
KIF3C,Kif3c
PRR19,Prr19
PRPF4,Prpf4
OVCA2,Ovca2
ANKRD27,Ankrd27
ABCA1,Abca1
LTBR,Ltbr
GBA2,Gba2
PPP1R2,Ppp1r2
AKR1C4,Akr1c6
KIFC1,Kifc5b
PROK2,Prok2
OR4C15,Olfr1211
TARBP2,Tarbp2
NUP35,Nup35
CTSL,
HAO2,Hao2
GBP2,Gbp2
IL1A,Il1a
AVIL,Avil
CDNF,Cdnf
ENY2,Eny2
EZR,Ezr
TFF2,Tff2
EIF3B,Eif3b
ME1,Me1
DHX36,Dhx36
ZNF879,Zfp879
CALB1,Calb1
LCT,Lct
C1orf137,
TMEM191C,
CCDC113,Ccdc113
GJA1,Gja1
ME2,Me2
SCRN3,Scrn3
GBA,Gba
TUBB,Tubb5
MRPS2,Mrps2
GIMAP8,Gimap8
LSM5,Lsm5
DYNLT1,Dynlt1f
PLXNB1,Plxnb1
OSBPL5,Osbpl5
ZNF841,
MAGEA12,
TDP1,Tdp1
FCMR,Fcmr
PBRM1,Pbrm1
C17H22orf31,
YPEL5,Ypel5
ZNF114,
OAS2,Oas2
BATF3,Batf3
NOXRED1,Noxred1
FAM162B,Fam162b
SEPSECS,Sepsecs
CDRT1,
CYTL1,Cytl1
TTPAL,Ttpal
ZNF443,Zfp709
BORA,Bora
NPPA,Nppa
ATP5G3,Atp5g3
FAM110D,Grrp1
ZNF831,Zfp831
VWF,Vwf
NPDC1,Npdc1
GDPD1,Gdpd1
TNFRSF17,Tnfrsf17
FAM240A,Fam240a
KRTAP19-8,
SAMD7,Samd7
ZNF408,Zfp408
ACKR3,Ackr3
GPR65,Gpr65
NWD2,Nwd2
GPSM2,Gpsm2
OTX1,Otx1
CACNA1F,Cacna1f
PBDC1,Pbdc1
NR1H3,Nr1h3
ZNF486,
CEP57L1,Cep57l1
TGM1,Tgm1
OR5B21,Olfr1444
HIST2H3A,Hist1h3f
PSG1,
KCNK16,Kcnk16
NMRAL1,Nmral1
F12,F12
SMIM25,
C18H16orf95,1700018B08Rik
CLK4,Clk4
USP6NL,Usp6nl
FAM184B,
PZP,
JMJD7,Jmjd7
WASHC3,Washc3
OR7C1,Olfr1352
ZSCAN21,Zscan21
SEL1L3,Sel1l3
POTEC,
CAVIN2,Cavin2
HIST1H4A,Hist1h4d
ADAMTS14,Adamts14
BCCIP,Bccip
BTK,Btk
FAM90A1,Fam90a1b
UGT2A2,Ugt2a2
TEAD1,Tead1
PLEKHM2,Plekhm2
HHIP,Hhip
TYW1B,
FXYD1,Fxyd1
PDGFA,Pdgfa
CDH3,Cdh3
PALM3,Palm3
ESRRB,Esrrb
RAB33B,Rab33b
ANKRD53,Ankrd53
CLEC5A,Clec5a
NR0B1,Nr0b1
CA9,Car9
KIAA1109,4932438A13Rik
PANX3,Panx3
MIGA2,Miga2
PRMT1,Prmt1
NKAIN3,Nkain3
YOD1,Yod1
PRCC,Prcc
GPR17,Gpr17
CD164,Cd164
BTN1A1,Btn1a1
HHLA1,Hhla1
CZH5ORF34,4833420G17Rik
FGL2,Fgl2
ZSCAN23,
RGS8,Rgs8
TAF5L,Taf5l
C18H16orf46,1700030J22Rik
CCDC78,Ccdc78
KRT24,Krt24
SPON1,Spon1
MAGEB1,Mageb3
INPP1,Inpp1
ZNF326,Zfp326
FAM47A,Fam47c
FAM133A,
OLFML3,Olfml3
CSNK1E,Csnk1e
LIPT1,Lipt1
TARSL2,Tarsl2
OR9I1,Olfr1505
C19H17orf80,D11Wsu47e
PRKCI,Prkci
P4HA1,P4ha1
CERS5,Cers5
COX7B2,
ZNF280A,
IQCA1,Iqca
SIGLEC1,Siglec1
RNPS1,Rnps1
TMEM139,Tmem139
GAS2L2,Gas2l2
LRRC1,Lrrc1
GNAO1,Gnao1
PRAC1,
NMT1,Nmt1
RELB,Relb
TEX44,Tex44
CDIPT,Cdipt
MIEF2,Mief2
PPP4R3A,Ppp4r3a
SUMO3,Sumo3
FOXH1,Foxh1
MT1F,
FBXL18,Fbxl18
KCNG4,Kcng4
PLEKHG4B,
C17H4orf51,1700011L22Rik
SPATA3,Spata3
PUM3,Pum3
TMEM18,
LOC642131,
GAL3ST3,Gal3st3
MT1H,
PTH2,Pth2
OC90,Oc90
CNTNAP3,Cntnap3
FCN2,
PIGZ,Pigz
ACTL6B,Actl6b
MAGEC3,
CACNB3,Cacnb3
EYA4,Eya4
PSMA6,Psma6
ANO10,Ano10
KIF13B,Kif13b
ARHGAP12,Arhgap12
CMAS,Cmas
TNFRSF10B,
ECE2,Ece2
FGF9,Fgf9
TBC1D14,Tbc1d14
PAX3,Pax3
TRIM47,Trim47
DOPEY2,Dopey2
SLC35F6,Slc35f6
TROVE2,Trove2
CRYBG3,Crybg3
SMC6,Smc6
RAMP2,Ramp2
ARMC2,Armc2
MTMR1,Mtmr1
RBBP8NL,Rbbp8nl
FAM228A,Fam228a
NAAA,Naaa
SDF4,Sdf4
CFAP46,
ALG1,Alg1
VAT1L,Vat1l
RTL8B,Rtl8b
FCER1A,Fcer1a
HOOK3,Hook3
ABCA7,Abca7
NPAS1,Npas1
CXCL9,
JADE1,Jade1
HECW1,Hecw1
BAALC,Baalc
MYO5A,Myo5a
MCM3,Mcm3
ANGPTL5,
RIPPLY3,Ripply3
DPEP1,Dpep1
HNRNPA1L2,Hnrnpa1l2-ps2
GALK1,Galk1
UMODL1,Umodl1
MED18,Med18
CEP295,Cep295
RECQL4,Recql4
MBD2,Mbd2
THOC1,Thoc1
TMEM72,Tmem72
BRD1,Brd1
MEMO1,Memo1
PRKD2,Prkd2
ATP6V1H,Atp6v1h
KITLG,Kitl
DEFB127,
ANO9,Ano9
KIF4B,
ARRB2,Arrb2
AARS2,Aars2
UPK1B,Upk1b
HCRTR2,Hcrtr2
COPZ2,Copz2
TMEM198,Tmem198
CXHXorf56,C330007P06Rik
MPV17,Mpv17
GLMN,Glmn
ENSA,Ensa
MYO9B,Myo9b
MLLT10,Mllt10
ARF5,Arf5
ZNF835,
BCL2L2,Bcl2l2
PIP4P1,Tmem55b
SMC1B,Smc1b
ARFGEF3,Arfgef3
LRRN2,Lrrn2
SENP7,Senp7
EEF1AKMT3,Eef1akmt3
AKT1,Akt1
PEX14,Pex14
TTC4,Ttc4
CALHM4,Fam26d
CALCR,Calcr
BET1,Bet1
RNF133,Rnf133
RIPK3,Ripk3
C5H12orf42,1700113H08Rik
SALL4,Sall4
ABCA6,Abca6
ZNF561,
CNKSR2,Cnksr2
UGCG,Ugcg
RBBP7,Rbbp7
ADGRG6,Adgrg6
TNRC18,Tnrc18
RPS10,Rps10
NET1,Net1
BEX1,Bex2
FMO5,Fmo5
ANO6,Ano6
TARDBP,Tardbp
TMEM150C,Tmem150c
C5H12orf60,BC049715
RTL5,Rtl5
SDAD1,Sdad1
PRLH,Prlh
BTBD1,Btbd1
CHTOP,
MRPL54,Mrpl54
MUC12,
TSHZ2,Tshz2
THAP7,Thap7
ADRA2C,Adra2c
SVIL,Svil
PRIMA1,Prima1
ELAVL2,Elavl2
PGM5,Pgm5
SPATA24,Spata24
USPL1,Uspl1
NR1H2,Nr1h2
PROS1,Pros1
GATAD1,Gatad1
SNTB1,Sntb1
TMA16,Tma16
CWH43,Cwh43
RTCB,Rtcb
VPS33A,Vps33a
ZNF775,Zfp775
OR5K1,Olfr173
COX1,mt-Co1
ARTN,Artn
TMEM262,Tmem262
ERMAP,Ermap
MRPL35,Mrpl35
GABARAP,Gabarap
MOCS2,Mocs2
ARRDC1,Arrdc1
CNMD,Cnmd
OGN,Ogn
ALKAL1,Alkal1
TPM4,
AJUBA,Ajuba
SLC5A3,Slc5a3
LMAN2,Lman2
SLC17A5,Slc17a5
NUTM2G,
RPL13,Rpl13-ps6
RTL8A,
ZNF766,
PPFIA2,Ppfia2
LAMP2,Lamp2
ADORA2A,Adora2a
PUS3,Pus3
PLCXD1,
TAS2R9,
VSIG10L2,
CLCA1,Clca1
MMP19,Mmp19
ZBTB10,Zbtb10
LRRC23,Lrrc23
TPD52L1,Tpd52l1
ZNF155,
TMEM87B,Tmem87b
ZNF711,Zfp711
COL11A2,Col11a2
LITAF,Litaf
GGN,Ggn
FCRL2,
SLC12A8,Slc12a8
CR2,Cr2
FNBP4,Fnbp4
GJA3,Gja3
PANK3,Pank3
AKAP14,Akap14
SMIM4,
GPR149,Gpr149
ITPRIP,Itprip
TPRA1,Tpra1
FANCG,Fancg
ITGB3,Itgb3
AAED1,Aaed1
OR2C3,
CYTB,mt-Cytb
PDCD5,Pdcd5-ps
LSM3,Lsm3
RGS10,Rgs10
HPF1,Hpf1
CRB3,
TRPC4,Trpc4
DEFA5,
EIF4E3,Eif4e3
PACSIN3,Pacsin3
CBLN3,Cbln3
RASSF10,Rassf10
AANAT,Aanat
XRCC3,Xrcc3
BCLAF3,Bclaf3
MASTL,Mastl
ARHGAP20,Arhgap20
GLYCTK,Glyctk
FTHL17,
PTPRR,Ptprr
OR5P3,Olfr508
LHFPL2,Lhfpl2
RRM1,Rrm1
RFPL4B,
BIRC8,
SPAG8,Spag8
CATSPER3,Catsper3
GORAB,Gorab
C8H14orf53,Gm6657
GLT1D1,Glt1d1
SCARF1,Scarf1
RPL23A,
CC2D2B,
LRRN4,Lrrn4
LIMS1,Lims1
LOC646021,
TFB2M,Tfb2m
EIF5,Eif5
ALPL,Alpl
CBLC,Cblc
SLC15A2,Slc15a2
CCDC92B,Ccdc92b
PNOC,Pnoc
BNC1,Bnc1
ARMCX6,Armcx6
PSEN2,Psen2
ZNF546,Zfp11
STRBP,Strbp
ZNF549,
TRAPPC6A,Trappc6a
UBFD1,Ubfd1
GCFC2,Gcfc2
ACY3,Acy3
STXBP5L,Stxbp5l
TRIM66,Trim66
DDX47,Ddx47
PAGR1,Pagr1a
RCAN2,Rcan2
EIF4EBP2,Eif4ebp2
ZSWIM1,Zswim1
SNURF,Snurf
MIB2,Mib2
ARHGEF7,Arhgef7
OR1N1,Olfr351
UBR7,Ubr7
ZNF124,Gm20541
N4BP2,N4bp2
SLC9B2,Slc9b2
KCTD3,Kctd3
CAMK2D,Camk2d
MLH1,Mlh1
ERO1A,Ero1l
ASB5,Asb5
U2AF1L5,
PSCA,Psca
SMIM17,Smim17
KMT5B,Kmt5b
CD177,Cd177
LOC102724657,Gm12569
OR8B4,Olfr878
BRDT,Brdt
